name,lat,lon,province,district,reference
San Luis,-3.69831785406904,-76.4029516285386,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Boca del Loboyacu,-3.6611510269589,-76.3647323894563,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Santa Rosa,-3.7474224555228,-76.4063875451995,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Terraza Zungache,-3.75989197957791,-76.4355509791373,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Yanayacu,-3.36459522795328,-76.331209848163,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Pirum,-3.11608647281156,-76.4005160518179,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Punto de Muestreo 2,-3.15971398371736,-76.201106178763,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Punto de Muestreo 3,-3.54269301526551,-76.2323415091866,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Punto de Muestreo 5,-3.29830928895621,-76.2819310563746,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Campamento Base Alternativo,-3.32382322840916,-76.3305518971489,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Pozo Exploratorio 1X Runtusapa,-3.15398587990814,-76.2110967041116,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Terraza Chumbe,-3.7619886107896,-76.4365177525295,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Naranjal,-3.15789783213637,-76.4339706752977,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Quebrada María,-3.16271586591876,-76.4161350904019,Datem del Marañón,Andoas,"WALSH PERÚ. 2006. Estudio de Impacto Ambiental y Social de la Prospección Sísmica 3D Perforación Exploratoria del Lote 101. Volumen IV: Línea Base Arqueológica, para la empresa Talisman Energy. 20 pp. Lima, Perú."
Volante 4,-2.8168486526827174,-76.41243589145937,Datem del Marañón,Andoas,"ABANTO LLAQUE, Julio. 2004. Evaluación arqueológica sin excavaciones en el Lote 1-AB. Zonas: Carmen, Jíbaro N.O. y Tambo. 26 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 a. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Primera Parte: Informe de la delimitación de los sitios Alianza Topal y Capahuari. 60 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 b. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Segunda Parte: Informe del plan de monitoreo arqueológico para el Programa de estudio y exploraciones de Sísmica 3D, en el Lote 1 AB, Sector: Carmen. 64 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 c. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y Plan de Monitoreo Arqueológico para los Sectores Carmen y Jíbaro N.O. Lote 1-AB. Informe de la ficha técnica, memoria descriptiva y planos de sitios delimitados. 14 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Bahía,-2.81267221510681,-76.45479622343623,Datem del Marañón,Andoas,"ABANTO LLAQUE, Julio. 2004. Evaluación arqueológica sin excavaciones en el Lote 1-AB. Zonas: Carmen, Jíbaro N.O. y Tambo. 26 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 a. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y Plan de Monitoreo Arqueológico para los Sectores Carmen y Jíbaro N.O. Lote 1-AB. Primera Parte: Informe de la delimitación de los sitios: Alianza Topal y Capahuari. 60 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 b. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y Plan de Monitoreo Arqueológico para los Sectores Carmen y Jíbaro N.O. Lote 1-AB. Segunda Parte: Informe del plan de monitoreo arqueológico para el programa de estudio y exploraciones de Sísmica 3D, en el Lote 1 AB, Sector: Carmen. 64 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 c. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Informe de la Ficha Técnica, Memoria Descriptiva y Planos de Sitios Delimitados. 14 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Capahuari,-2.868719173101512,-76.38907488503487,Datem del Marañón,Andoas,"ABANTO LLAQUE, Julio. 2004. Evaluación arqueológica sin excavaciones en el Lote 1-AB. Zonas: Carmen, Jíbaro N.O. y Tambo. 26 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 a. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y Plan de Monitoreo Arqueológico para los Sectores Carmen y Jíbaro N.O. Lote 1-AB. Primera Parte: Informe de la delimitación de los sitios Alianza Topal y Capahuari. 60 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 b. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y Plan de Monitoreo Arqueológico para los Sectores Carmen y Jíbaro N.O. Lote 1-AB. Segunda Parte: Informe del plan de monitoreo arqueológico para el programa de estudio y exploraciones de Sísmica 3D, en el Lote 1 AB, Sector: Carmen. 64 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 c. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Informe de la ficha técnica, memoria descriptiva y planos de sitios delimitados. 14 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Pañayacu,-2.956077585654651,-76.38314562034084,Datem del Marañón,Andoas,"MEDINA MENDOZA, Ada. 2005. Proyecto de evaluación arqueológica con excavaciones en el área sujeta a actividades exploratorias del Lote 101 - Pastaza, Departamento de Loreto. 500 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Alianza Topal,-2.856195097509399,-76.42384398804666,Datem del Marañón,Andoas,"ABANTO LLAQUE, Julio. 2004. Evaluación arqueológica sin excavaciones en el Lote 1-AB. Zonas: Carmen, Jíbaro N.O. y Tambo. 26 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 a. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Primera Parte: Informe de la Delimitación de los Sitios Alianza Topal y Capahuari. 60 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 b. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sSectores Carmen y Jíbaro N.O. Lote 1-AB. Segunda Parte: Informe del plan de monitoreo arqueológico para el programa de estudio y exploraciones de Sísmica 3D, en el Lote 1 AB, Sector: Carmen. 64 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 c. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Informe de la Ficha técnica, memoria descriptiva y planos de sitios delimitados. 14 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Nuevo Andoas – Los Jardines,-2.814390898335117,-76.45420389958383,Datem del Marañón,Andoas,"ABANTO LLAQUE, Julio. 2004. Evaluación arqueológica sin excavaciones en el Lote 1-AB. Zonas: Carmen, Jíbaro N.O. y Tambo. 26 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 a. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Primera Parte: Informe de la delimitación de los sitios Alianza Topal y Capahuari. 60 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 b. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Segunda Parte: Informe del plan de monitoreo arqueológico para el programa de estudio y exploraciones de Sísmica 3D, en el Lote 1 AB, Sector: Carmen. 64 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // ABANTO LLAQUE, Julio. 2005 c. Proyecto de evaluación arqueológica para la delimitación de los sitios: Alianza Topal y Capahuari, y plan de monitoreo arqueológico para los sectores Carmen y Jíbaro N.O. Lote 1-AB. Informe de la ficha técnica, memoria descriptiva y planos de sitios delimitados. 14 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Tunigrama (PV Tunigrama),-2.727854409826717,-76.6243474583919,Datem del Marañón,Andoas,"Memorando N° 1414-2010-DA-DREPH/INC, listado de monumentos arqueológicos aprobados mediante Acuerdo Técnico, pendientes de la emisión de su Resolución Directoral Nacional. // GEMA. 2006. Estudio de Línea Base Social del EIA Perforación de seis (06) pozos exploratorios – Lote 102, para la empresa Ramshorn. 111 pp. Lima, Perú."
Tunigrama,-2.78980123672275,-76.4889997448087,Datem del Marañón,Andoas,"GEMA. 2006. Estudio de Línea Base Social del EIA Perforación de seis (06) pozos exploratorios – Lote 102, para la empresa Ramshorn. 111 pp. Lima, Perú."
Tahuanguro,-2.682181340205661,-76.61342320510619,Datem del Marañón,Andoas,"Memorando N° 1414-2010-DA-DREPH/INC, listado de monumentos arqueológicos aprobados mediante Acuerdo Técnico, pendientes de la emisión de su Resolución Directoral Nacional."
Bobonaza (PV Bobonaza),-2.59805562026278,-76.6296447288973,Datem del Marañón,Andoas,"Memorando N° 1414-2010-DA-DREPH/INC, listado de monumentos arqueológicos aprobados mediante Acuerdo Técnico, pendientes de la emisión de su Resolución Directoral Nacional // GEMA. 2006. Estudio de Línea Base Social del EIA Perforación de seis (06) pozos exploratorios – Lote 102, para la empresa Ramshorn. 111 pp. Lima, Perú."
Aymentsa,-2.71416977471561,-76.6977298792329,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Huararay,-2.72610460581311,-76.6474306300778,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Titiyacu,-2.77825416706772,-76.4944177413111,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Los Brillantes,-2.80013191761631,-76.5082516498131,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Nuevo Andoas,-2.80627693128757,-76.4624778393627,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Alianza Capahuari,-2.87224460769006,-76.3906083543009,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Andoas Viejo 1,-2.9047553950957,-76.4010197879141,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Naranjal,-3.16023141921245,-76.4338389150493,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Loboyacu,-3.66582303497938,-76.3613905365072,Datem del Marañón,Andoas,"MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
Nuevo Progreso,-4.072689009900006,-76.65236515704167,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Nuevo Ucayali,-3.9941644467945006,-76.67618599943242,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Pijuayal,-3.9186134757360396,-76.73205509099047,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Chambira del Huitoyacu (Sector A),-3.8003312229445942,-76.76894059590668,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Chambira del Huitoyacu (Sector B),-3.7995600513575734,-76.76577927471087,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Hortenciacocha,-4.087244380713988,-76.62785401955446,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Manchari 1,-3.7853950453970646,-76.59603738299451,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Manchari 2,-3.7861044816611025,-76.5641685766154,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Cocha Turiqui,-3.7830144416638967,-76.56758412818851,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Cocha Tangarana,-3.7820739673450947,-76.57253400898206,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Manchari 3,-3.7830806394512946,-76.57593890082879,Datem del Marañón,Andoas,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
